Time (s),D Feed Flow (stream 2),E Feed Flow (stream 3),A Feed Flow (stream 1),A and C Feed Flow (stream 4),Compressor Recycle Valve,Purge Valve (stream 9),Separator Pot Liquid Flow (stream 10),Stripper Liquid Product Flow (stream 11),Stripper Steam Valve,Reactor Cooling Water Flow,Condenser Cooling Water Flow,Agitator Speed,A Feed (stream 1),D Feed (stream 2),E Feed (stream 3),A and C Feed (stream 4),Recycle Flow (stream 8),Reactor Feed Rate (stream 6),Reactor Pressure,Reactor Level,Reactor Temperature,Purge Rate (stream 9),Product Sep Temp,Product Sep Level,Prod Sep Pressure,Prod Sep Underflow (stream 10),Stripper Level,Stripper Pressure,Stripper Underflow (stream 11),Stripper Temperature,Stripper Steam Flow,Compressor Work,Reactor Cooling Water Outlet Temp,Separator Cooling Water Outlet Temp,Reactor Feed Component A,Reactor Feed Component B,Reactor Feed Component C,Reactor Feed Component D,Reactor Feed Component E,Reactor Feed Component F,Purge Gas Component A,Purge Gas Component B,Purge Gas Component C,Purge Gas Component D,Purge Gas Component E,Purge Gas Component F,Purge Gas Component G,Purge Gas Component H,Product Component D,Product Component E,Product Component F,Product Component G,Product Component H
94680,62.716,52.886,33.465,59.403,18.995,40.299,39.549,49.593,28.916,39.795,18.817,50.0,0.34159,3625.4,4402.4,9.2294,26.655,42.702,2686.7,74.846,120.46,0.32592,80.812,50.492,2613.0,26.364,51.322,3097.1,22.97,62.824,153.65,327.86,95.005,76.729,31.225,9.2322,26.072,7.2361,19.851,1.6899,30.851,14.152,24.054,1.4642,20.275,2.2707,4.7163,2.1244,-0.0041583,0.94438,0.095505,53.723,43.959
94860,60.98,52.998,31.023,60.132,18.627,44.22,36.011,45.549,28.793,39.295,22.703,50.0,0.31123,3570.5,4413.5,9.2498,26.936,42.444,2680.3,74.484,120.44,0.35997,80.287,49.29,2605.3,22.903,49.574,3091.8,21.335,62.804,149.37,327.48,95.209,76.207,31.07,8.9654,26.574,6.8276,20.099,1.662,30.642,13.913,23.885,1.4343,20.397,2.3149,4.9669,2.2643,-0.0041583,0.94438,0.095505,53.723,43.959
95040,61.123,52.795,30.771,60.141,18.273,44.309,36.185,47.537,28.27,39.382,17.115,50.0,0.31379,3562.2,4430.4,9.304,26.908,42.238,2677.2,74.215,120.41,0.35924,79.903,49.349,2601.6,24.454,50.433,3088.3,23.682,62.625,149.73,327.79,95.444,76.284,31.07,8.9654,26.574,6.8276,20.099,1.662,30.642,13.913,23.885,1.4343,20.397,2.3149,4.9669,2.2643,-0.0041583,0.94438,0.095505,53.723,43.959
95220,62.72,52.046,33.257,61.371,18.4,41.005,45.613,49.926,27.746,40.669,17.615,50.0,0.34008,3669.4,4425.2,9.3763,26.554,42.203,2679.0,74.158,120.46,0.33653,79.863,52.553,2603.2,25.737,51.466,3090.3,23.459,62.432,150.18,328.26,95.217,76.238,30.82,8.9603,26.497,7.1177,19.998,1.6913,31.173,13.957,23.389,1.3626,20.187,2.2578,4.8989,2.2596,-0.0041583,0.94438,0.095505,53.723,43.959
95400,62.141,52.004,33.363,62.28,19.006,40.93,40.846,46.908,27.458,40.156,17.934,50.0,0.33901,3703.0,4428.7,9.4363,26.833,42.125,2682.6,74.162,120.43,0.33715,79.924,50.933,2607.7,25.736,50.162,3092.2,23.293,62.32,148.01,329.54,95.077,76.616,30.82,8.9603,26.497,7.1177,19.998,1.6913,31.173,13.957,23.389,1.3626,20.187,2.2578,4.8989,2.2596,-0.0041583,0.94438,0.095505,53.723,43.959
95580,61.343,52.861,36.946,62.902,19.029,41.711,42.688,48.298,29.744,40.846,17.416,50.0,0.37675,3596.5,4359.9,9.3653,26.785,42.318,2684.9,74.321,120.44,0.34168,80.05,51.559,2611.0,25.18,50.762,3095.2,23.474,62.305,153.83,330.36,94.896,76.796,31.155,8.8283,26.378,6.9348,19.973,1.6723,31.421,13.887,23.84,1.4423,19.726,2.3043,4.8463,2.3505,0.013632,1.0533,0.11113,54.235,43.212
95760,60.97,52.368,37.082,61.211,19.403,41.429,40.056,46.468,30.142,38.616,19.729,50.0,0.37536,3618.2,4401.1,9.4769,27.029,42.797,2689.3,74.177,120.39,0.34398,80.062,50.665,2614.1,27.756,49.971,3098.2,22.46,62.343,159.97,331.25,95.06,76.789,31.155,8.8283,26.378,6.9348,19.973,1.6723,31.421,13.887,23.84,1.4423,19.726,2.3043,4.8463,2.3505,0.013632,1.0533,0.11113,54.235,43.212
95940,62.435,52.728,35.139,61.308,19.819,40.929,37.42,50.022,30.892,41.457,20.778,50.0,0.35529,3618.4,4359.3,9.4435,27.181,42.915,2691.6,72.641,120.47,0.33386,79.827,49.769,2617.1,26.153,51.507,3100.3,21.993,62.412,162.11,332.17,94.826,76.408,31.432,8.7097,26.042,6.8146,20.087,1.6484,31.773,13.762,23.528,1.3616,19.962,2.2302,4.8374,2.2783,0.013632,1.0533,0.11113,54.235,43.212
96120,62.585,52.564,35.196,63.387,20.176,40.534,43.077,44.613,31.568,39.906,19.644,50.0,0.35471,3609.7,4373.0,9.6824,26.903,42.58,2694.3,73.552,120.41,0.3371,79.557,51.691,2619.6,27.673,49.17,3100.9,22.439,62.386,165.15,333.98,94.904,76.455,31.432,8.7097,26.042,6.8146,20.087,1.6484,31.773,13.762,23.528,1.3616,19.962,2.2302,4.8374,2.2783,0.013632,1.0533,0.11113,54.235,43.212
96300,62.794,52.765,33.282,62.294,19.954,38.632,41.456,48.351,32.121,41.985,19.133,50.0,0.3392,3659.2,4315.0,9.6637,26.302,42.155,2696.9,72.576,120.47,0.32526,79.363,51.141,2623.4,25.499,50.785,3103.6,22.638,62.386,169.55,335.36,94.702,76.471,31.521,8.876,26.536,6.7544,19.887,1.6196,31.507,13.806,23.492,1.2169,19.711,2.2649,4.7984,2.294,0.013632,1.0533,0.11113,54.235,43.212
96480,62.609,52.139,33.16,62.923,20.901,38.756,39.679,51.079,34.87,40.489,16.875,50.0,0.34044,3670.0,4367.4,9.5448,27.324,42.59,2701.5,73.161,120.39,0.32425,79.329,50.537,2627.6,25.469,51.964,3105.6,23.576,62.457,183.83,336.63,94.659,76.438,31.521,8.876,26.536,6.7544,19.887,1.6196,31.507,13.806,23.492,1.2169,19.711,2.2649,4.7984,2.294,0.022666,1.0239,0.11484,54.009,43.063
96660,62.84,52.207,33.237,62.784,21.021,39.27,38.539,49.38,36.83,42.215,15.634,50.0,0.33724,3692.6,4385.8,9.8143,27.088,42.698,2709.3,73.02,120.47,0.32924,79.802,50.149,2636.8,26.832,51.23,3113.3,24.029,62.67,187.3,337.28,94.394,77.734,31.925,8.8638,26.504,6.9191,19.001,1.6509,32.041,14.022,24.314,1.1528,19.793,2.308,4.818,2.1792,0.022666,1.0239,0.11484,54.009,43.063
96840,62.809,52.125,33.19,64.564,21.023,39.837,32.73,47.957,38.24,42.199,16.34,50.0,0.33772,3694.4,4392.7,9.7057,27.17,42.859,2716.2,72.213,120.45,0.32459,79.996,48.175,2644.0,24.821,50.615,3121.0,23.692,63.042,196.73,338.64,94.184,77.397,31.925,8.8638,26.504,6.9191,19.001,1.6509,32.041,14.022,24.314,1.1528,19.793,2.308,4.818,2.1792,0.022666,1.0239,0.11484,54.009,43.063
97020,62.048,53.55,29.874,63.422,21.497,42.091,38.032,46.482,40.077,41.763,18.474,50.0,0.30301,3657.1,4445.8,9.8137,27.018,42.938,2717.8,71.727,120.43,0.35471,79.615,49.977,2644.8,23.964,49.977,3121.6,22.774,63.325,201.26,339.84,94.271,76.711,32.18,8.7824,26.484,6.9157,18.433,1.6965,32.676,13.735,24.119,1.1971,19.33,2.3048,4.8371,2.162,0.022666,1.0239,0.11484,54.009,43.063
97200,62.811,53.64,29.952,63.299,21.967,42.018,39.64,45.999,41.512,42.094,16.964,50.0,0.30222,3612.8,4438.3,9.7602,27.068,42.561,2717.6,72.264,120.4,0.35531,78.967,50.523,2644.9,27.037,49.769,3120.3,23.4,63.453,210.28,341.43,94.454,76.147,32.18,8.7824,26.484,6.9157,18.433,1.6965,32.676,13.735,24.119,1.1971,19.33,2.3048,4.8371,2.162,0.022666,1.0239,0.11484,54.009,43.063
97380,62.341,54.43,27.568,64.902,22.396,38.047,36.291,49.491,42.815,41.801,17.706,50.0,0.28,3639.9,4489.5,9.7803,26.723,42.594,2724.7,71.959,120.42,0.32555,78.828,49.385,2652.8,25.436,51.278,3124.2,23.048,63.501,216.45,343.06,94.407,76.602,32.391,8.8414,26.715,6.7694,18.939,1.6269,32.827,13.851,24.441,1.2545,18.71,2.2203,4.7669,2.2839,0.021245,0.98583,0.097347,53.861,43.471
97560,63.075,54.329,27.354,63.9,22.948,37.852,34.661,48.879,44.14,41.515,14.043,50.0,0.28218,3597.2,4497.9,9.8598,27.349,42.622,2732.7,71.495,120.41,0.32715,78.858,48.831,2661.8,25.297,51.013,3131.5,24.561,63.579,224.77,344.64,94.26,76.857,32.391,8.8414,26.715,6.7694,18.939,1.6269,32.827,13.851,24.441,1.2545,18.71,2.2203,4.7669,2.2839,0.021245,0.98583,0.097347,53.861,43.471
97740,63.023,52.912,25.385,66.11,23.477,39.779,42.954,44.438,45.823,42.653,16.386,50.0,0.25933,3677.0,4514.0,9.8787,27.151,42.43,2741.1,72.345,120.41,0.3364,79.071,51.65,2670.4,24.283,49.094,3138.2,23.537,63.807,228.93,345.79,94.224,77.263,32.614,8.732,27.12,6.8232,18.455,1.6573,33.127,13.652,24.133,1.1439,18.514,2.2811,4.6005,2.1456,0.021245,0.98583,0.097347,53.861,43.471
97920,63.714,53.858,25.645,65.378,23.835,39.736,37.693,42.626,47.387,42.264,16.803,50.0,0.25668,3636.8,4434.9,9.8505,27.347,43.112,2746.3,72.163,120.41,0.33675,79.074,49.862,2676.4,25.315,48.311,3142.9,23.336,64.065,234.29,346.9,93.94,77.417,32.614,8.732,27.12,6.8232,18.455,1.6573,33.127,13.652,24.133,1.1439,18.514,2.2811,4.6005,2.1456,0.021245,0.98583,0.097347,53.861,43.471
98100,62.965,53.744,23.001,66.608,24.188,36.609,36.493,48.562,48.849,43.059,19.682,50.0,0.23382,3657.6,4544.8,9.7988,26.709,42.797,2754.8,71.5,120.44,0.31783,79.294,49.454,2686.5,24.616,50.876,3150.1,22.103,64.334,240.68,348.09,93.982,78.1,32.504,8.8464,26.902,6.7338,18.52,1.6644,33.072,13.639,24.77,1.1252,17.956,2.241,4.6732,2.1265,0.021245,0.98583,0.097347,53.861,43.471
98280,62.774,54.202,23.0,65.536,24.487,36.767,38.661,44.059,49.919,41.998,14.71,50.0,0.23383,3668.7,4506.5,9.9149,26.499,43.034,2765.8,72.496,120.41,0.31653,79.739,50.191,2697.1,23.64,48.93,3159.0,24.198,64.722,243.72,348.78,93.739,78.638,32.504,8.8464,26.902,6.7338,18.52,1.6644,33.072,13.639,24.77,1.1252,17.956,2.241,4.6732,2.1265,0.00064771,0.92577,0.093686,52.701,43.348
98460,63.732,53.7,23.477,64.381,25.211,36.203,39.073,42.939,51.325,44.021,15.484,50.0,0.24256,3664.3,4539.1,9.9051,26.836,42.644,2778.1,73.345,120.47,0.31629,80.569,50.33,2710.6,23.665,48.447,3170.4,23.873,65.181,246.99,349.02,93.516,79.856,32.734,8.8632,27.762,6.7495,17.881,1.6198,33.221,13.745,24.832,1.159,18.172,2.2572,4.5562,2.1173,0.00064771,0.92577,0.093686,52.701,43.348
98640,63.17,53.841,23.573,64.733,25.786,36.157,34.89,45.372,52.596,44.078,17.843,50.0,0.24158,3697.0,4527.3,9.789,27.085,42.926,2791.2,73.359,120.47,0.31667,81.651,48.909,2725.4,24.214,49.498,3182.3,22.864,65.809,251.42,349.26,93.262,81.367,32.734,8.8632,27.762,6.7495,17.881,1.6198,33.221,13.745,24.832,1.159,18.172,2.2572,4.5562,2.1173,0.00064771,0.92577,0.093686,52.701,43.348
98820,63.341,54.757,20.985,63.094,25.897,37.749,35.21,44.027,54.141,44.057,20.964,50.0,0.21439,3686.7,4590.0,9.6739,27.063,42.735,2798.6,74.883,120.44,0.32528,82.325,49.018,2732.7,22.936,48.917,3190.9,21.594,66.545,252.4,349.76,93.099,80.752,32.431,8.7483,27.233,6.6302,18.26,1.6045,33.703,13.546,24.799,0.77657,17.394,2.2407,4.6266,2.308,0.00064771,0.92577,0.093686,52.701,43.348
99000,63.365,54.282,21.299,62.193,25.272,37.576,39.649,45.047,55.598,43.658,20.414,50.0,0.2112,3685.3,4629.7,9.5898,26.995,42.723,2795.1,75.07,120.42,0.3267,81.905,50.526,2728.2,24.675,49.357,3188.6,21.918,67.132,254.15,350.67,93.233,79.493,32.431,8.7483,27.233,6.6302,18.26,1.6045,33.703,13.546,24.799,0.77657,17.394,2.2407,4.6266,2.308,0.00064771,0.92577,0.093686,52.701,43.348
99180,63.909,54.645,23.536,62.27,25.448,34.746,34.962,44.255,55.695,43.211,23.449,50.0,0.23887,3725.0,4531.5,9.4644,26.766,42.889,2788.8,75.696,120.36,0.30402,81.261,48.934,2722.3,22.94,49.015,3180.8,20.728,67.384,256.3,351.14,93.385,78.967,32.447,8.6493,27.342,6.7224,17.774,1.651,33.84,13.535,24.895,1.0106,17.275,2.2323,4.9339,2.4429,0.0092275,0.86716,0.11499,53.341,43.757
99360,63.639,54.361,23.636,62.711,25.733,35.179,42.005,44.545,56.542,43.759,22.985,50.0,0.23785,3740.8,4555.2,9.3528,26.911,42.313,2783.5,76.625,120.38,0.30047,80.722,51.327,2716.8,23.325,49.14,3173.6,21.016,67.498,258.45,351.59,93.516,78.64,32.447,8.6493,27.342,6.7224,17.774,1.651,33.84,13.535,24.895,1.0106,17.275,2.2323,4.9339,2.4429,0.0092275,0.86716,0.11499,53.341,43.757
99540,63.956,54.91,23.078,61.886,26.268,34.392,40.984,42.887,57.181,43.075,22.423,50.0,0.23532,3686.5,4619.7,9.3436,27.115,42.934,2778.5,76.408,120.36,0.30108,80.362,50.98,2711.6,24.825,48.424,3166.3,21.333,67.489,262.96,351.79,93.852,78.538,32.745,8.6704,27.305,6.7631,17.79,1.5465,33.276,13.477,25.412,1.1975,16.969,2.266,5.0043,2.3953,0.0092275,0.86716,0.11499,53.341,43.757
99720,63.232,55.314,23.128,60.655,26.116,34.685,37.173,41.121,58.137,41.909,21.283,50.0,0.2348,3728.7,4586.0,9.2927,26.893,42.565,2776.2,76.799,120.33,0.29867,80.341,49.685,2709.4,22.548,47.661,3161.9,21.864,67.554,263.87,351.57,93.866,78.81,32.745,8.6704,27.305,6.7631,17.79,1.5465,33.276,13.477,25.412,1.1975,16.969,2.266,5.0043,2.3953,0.0092275,0.86716,0.11499,53.341,43.757
99900,63.744,55.258,19.87,59.144,26.262,33.523,36.295,42.929,58.738,42.963,22.536,50.0,0.20183,3685.8,4601.3,9.0895,26.602,42.275,2772.8,76.826,120.37,0.29156,80.323,49.387,2706.5,23.0,48.442,3156.7,21.412,67.684,268.69,351.07,93.977,78.33,32.615,8.656,27.416,6.9176,17.19,1.6266,33.857,13.743,25.21,1.0158,17.024,2.2699,4.6263,2.2921,0.0092275,0.86716,0.11499,53.341,43.757
100080,63.555,55.7,20.007,60.837,26.141,33.499,35.551,40.862,58.448,41.894,18.769,50.0,0.20044,3696.8,4564.4,9.0877,26.773,41.858,2765.4,77.768,120.34,0.29176,80.072,49.134,2698.7,24.404,47.549,3149.6,23.085,67.766,267.88,350.84,94.128,77.799,32.615,8.656,27.416,6.9176,17.19,1.6266,33.857,13.743,25.21,1.0158,17.024,2.2699,4.6263,2.2921,-0.0055743,0.75774,0.11157,53.481,44.675
100260,63.025,56.349,20.607,59.247,25.735,36.785,33.339,38.411,59.006,41.316,21.733,50.0,0.20917,3651.1,4651.4,9.0174,26.456,42.095,2758.4,78.491,120.34,0.32075,79.898,48.382,2690.6,23.894,46.49,3143.5,21.888,67.777,266.35,350.09,94.443,78.061,32.735,8.8499,27.555,6.8232,17.656,1.6131,33.735,13.727,24.977,1.1355,16.97,2.2479,4.7516,2.3627,-0.0055743,0.75774,0.11157,53.481,44.675
100440,62.768,56.033,20.267,60.234,25.664,37.068,39.164,45.143,59.16,40.371,22.373,50.0,0.21263,3666.0,4677.8,8.9697,27.045,42.271,2751.8,76.733,120.33,0.31843,79.794,50.362,2683.8,25.465,49.399,3136.3,21.679,67.782,269.37,349.47,94.466,77.481,32.735,8.8499,27.555,6.8232,17.656,1.6131,33.735,13.727,24.977,1.1355,16.97,2.2479,4.7516,2.3627,-0.0055743,0.75774,0.11157,53.481,44.675
100620,63.151,55.234,18.774,55.593,25.324,36.424,34.309,45.149,59.54,40.623,21.568,50.0,0.19453,3692.6,4667.8,9.0942,27.064,42.532,2742.4,78.409,120.33,0.31899,79.421,48.712,2674.0,23.849,49.402,3128.7,22.078,67.76,269.88,348.63,94.654,76.6,32.533,8.6987,27.359,6.9759,17.815,1.6494,33.767,13.65,25.481,1.1279,16.92,2.2565,4.745,2.3304,-0.0055743,0.75774,0.11157,53.481,44.675
100800,63.136,55.556,18.837,56.71,24.905,36.923,34.332,50.877,59.46,40.318,19.39,50.0,0.1939,3693.4,4640.9,8.8468,26.838,42.036,2731.2,77.85,120.32,0.3149,78.893,48.72,2662.3,23.432,51.877,3118.1,23.026,67.62,275.65,347.75,94.822,76.441,32.533,8.6987,27.359,6.9759,17.815,1.6494,33.767,13.65,25.481,1.1279,16.92,2.2565,4.745,2.3304,-0.0055743,0.75774,0.11157,53.481,44.675
100980,62.893,55.05,20.608,60.722,24.543,35.55,35.216,46.958,57.558,39.327,22.738,50.0,0.20555,3628.7,4665.3,8.8795,27.096,41.879,2721.6,77.51,120.31,0.3078,78.498,49.02,2651.4,24.156,50.183,3108.0,21.653,67.392,270.09,346.67,95.177,75.659,32.336,8.7911,26.99,6.9968,17.83,1.6449,33.619,13.6,25.389,1.1116,17.509,2.2261,4.7951,2.2082,0.0071886,0.70333,0.075788,53.504,43.651
101160,62.227,55.275,20.442,56.964,24.674,36.014,33.382,53.264,57.028,39.192,19.978,50.0,0.20724,3667.4,4646.5,8.8362,26.776,41.988,2713.9,78.19,120.36,0.30399,78.246,48.397,2643.0,24.896,52.908,3099.7,22.827,67.089,267.32,345.89,95.223,75.501,32.336,8.7911,26.99,6.9968,17.83,1.6449,33.619,13.6,25.389,1.1116,17.509,2.2261,4.7951,2.2082,0.0071886,0.70333,0.075788,53.504,43.651
101340,62.592,56.141,22.162,57.896,24.006,34.888,36.422,48.497,56.266,39.161,19.038,50.0,0.2228,3629.9,4584.5,8.8069,26.883,41.962,2707.9,78.054,120.33,0.29971,78.111,49.43,2636.1,27.206,50.848,3093.9,23.221,66.807,267.26,345.03,95.359,75.616,32.412,8.9525,27.448,7.1424,18.242,1.6659,33.781,13.755,25.509,1.504,17.349,2.2007,4.6151,2.353,0.0071886,0.70333,0.075788,53.504,43.651
101520,62.404,55.469,22.128,57.137,23.392,34.943,41.673,43.664,55.576,38.877,21.371,50.0,0.22314,3640.8,4640.6,8.784,27.032,41.612,2703.1,77.891,120.35,0.29926,78.21,51.214,2631.1,26.118,48.76,3091.6,22.227,66.604,266.47,343.37,95.445,75.737,32.412,8.9525,27.448,7.1424,18.242,1.6659,33.781,13.755,25.509,1.504,17.349,2.2007,4.6151,2.353,0.0071886,0.70333,0.075788,53.504,43.651
101700,62.033,55.077,21.055,59.467,23.183,37.772,40.016,49.318,54.934,38.805,16.613,50.0,0.21543,3577.8,4599.2,8.9139,26.957,41.893,2699.1,77.534,120.33,0.30827,78.28,50.651,2626.3,27.144,51.203,3088.6,24.228,66.454,265.19,342.53,95.444,75.064,31.839,8.8614,26.89,6.9864,18.172,1.6911,33.371,13.807,24.946,1.2477,18.298,2.2184,4.5978,2.0738,0.0071886,0.70333,0.075788,53.504,43.651
101880,61.525,55.227,21.214,57.636,23.041,37.0,41.308,49.206,53.141,38.902,19.841,50.0,0.21381,3607.4,4586.7,8.8804,26.612,41.529,2693.5,77.157,120.35,0.3146,78.072,51.09,2621.8,25.383,51.154,3083.5,22.847,66.209,259.2,341.69,95.675,74.947,31.839,8.8614,26.89,6.9864,18.172,1.6911,33.371,13.807,24.946,1.2477,18.298,2.2184,4.5978,2.0738,0.01484,0.73425,0.091002,53.467,44.17
102060,62.957,55.079,26.696,59.914,22.35,38.099,40.183,48.344,51.913,39.049,20.703,50.0,0.27029,3593.7,4621.5,8.8184,27.243,41.834,2688.3,76.322,120.38,0.31652,77.887,50.708,2615.5,26.33,50.782,3082.4,22.459,65.909,257.07,340.03,95.539,74.981,31.917,8.8138,26.501,7.0203,18.666,1.6306,32.812,14.029,25.111,1.4514,18.519,2.2561,4.5881,2.2249,0.01484,0.73425,0.091002,53.467,44.17
102240,62.46,55.366,26.427,61.541,21.989,38.038,43.878,48.773,51.071,39.199,15.578,50.0,0.27303,3622.6,4597.5,8.884,26.83,42.136,2688.6,76.126,120.4,0.31703,78.033,51.963,2614.5,26.763,50.967,3082.3,24.582,65.633,250.73,339.02,95.645,75.443,31.917,8.8138,26.501,7.0203,18.666,1.6306,32.812,14.029,25.111,1.4514,18.519,2.2561,4.5881,2.2249,0.01484,0.73425,0.091002,53.467,44.17
102420,61.885,54.695,26.139,57.348,22.068,41.321,40.044,46.531,49.819,39.27,18.228,50.0,0.26735,3632.0,4557.3,9.0019,26.74,41.867,2693.5,75.277,120.42,0.3401,79.078,50.661,2622.3,25.517,49.999,3087.7,23.388,65.54,248.96,338.13,95.288,77.617,31.426,9.0095,26.527,6.9975,18.601,1.6923,32.657,14.081,24.698,1.1683,18.492,2.2108,4.5845,2.2093,0.01484,0.73425,0.091002,53.467,44.17
102600,63.072,54.8,26.395,59.857,22.476,41.238,42.435,49.098,49.192,40.918,19.333,50.0,0.26474,3563.0,4548.5,9.0285,27.251,41.403,2703.6,76.887,120.46,0.34078,80.646,51.473,2632.4,23.941,51.108,3098.2,22.879,65.822,239.92,337.24,95.029,78.683,31.426,9.0095,26.527,6.9975,18.601,1.6923,32.657,14.081,24.698,1.1683,18.492,2.2108,4.5845,2.2093,0.01484,0.73425,0.091002,53.467,44.17
102780,62.547,55.009,31.347,60.908,21.855,42.225,39.462,48.127,48.879,41.625,17.808,50.0,0.32003,3598.2,4546.3,8.8814,26.802,42.217,2709.6,76.403,120.48,0.34682,81.724,50.463,2638.4,24.545,50.688,3106.7,23.515,66.301,233.58,336.35,94.751,79.054,31.793,9.0428,26.208,6.8008,19.193,1.6424,32.395,13.869,24.603,1.3115,18.807,2.2417,4.6638,2.1149,0.019716,0.82895,0.0982,52.466,44.056
102960,62.749,54.589,31.471,58.385,21.162,42.263,39.387,46.235,48.047,41.025,21.109,50.0,0.31877,3586.5,4581.4,9.0421,27.068,42.307,2707.4,76.071,120.45,0.34651,82.132,50.437,2635.6,22.97,49.871,3109.5,22.129,66.698,229.2,334.81,94.71,79.136,31.793,9.0428,26.208,6.8008,19.193,1.6424,32.395,13.869,24.603,1.3115,18.807,2.2417,4.6638,2.1149,0.019716,0.82895,0.0982,52.466,44.056
103140,62.866,54.263,28.488,59.518,20.386,39.846,36.86,47.129,47.341,41.572,19.607,50.0,0.29027,3679.0,4485.7,8.8829,27.036,41.968,2698.5,76.662,120.47,0.32175,81.903,49.578,2626.5,25.943,50.257,3105.7,22.813,66.961,223.36,333.89,94.715,78.19,31.486,9.0572,26.845,6.9219,18.911,1.7124,32.075,13.92,23.975,1.2179,19.253,2.3126,4.9402,2.3528,0.019716,0.82895,0.0982,52.466,44.056
103320,63.098,54.005,28.635,56.792,20.214,39.468,38.486,43.962,46.264,40.022,18.794,50.0,0.28878,3665.5,4507.2,8.913,26.756,42.025,2690.2,75.95,120.41,0.32484,81.559,50.131,2617.6,24.251,48.889,3095.4,23.202,66.972,221.76,333.49,94.767,77.56,31.486,9.0572,26.845,6.9219,18.911,1.7124,32.075,13.92,23.975,1.2179,19.253,2.3126,4.9402,2.3528,0.019716,0.82895,0.0982,52.466,44.056
103500,62.368,54.405,31.997,56.181,20.076,40.277,38.63,46.573,45.251,39.565,20.349,50.0,0.32523,3647.3,4527.6,8.9807,27.352,41.93,2679.1,77.345,120.38,0.33029,81.049,50.18,2605.2,24.686,50.017,3085.5,22.611,66.812,219.57,332.78,95.048,76.605,32.012,8.8825,25.945,6.9545,19.514,1.6759,31.776,13.963,23.583,1.1217,19.437,2.292,5.0676,2.4531,0.019716,0.82895,0.0982,52.466,44.056
103680,62.646,54.282,31.991,56.966,19.696,40.289,40.753,46.398,46.314,39.901,17.552,50.0,0.32529,3631.2,4537.9,8.7485,26.799,42.226,2669.8,76.001,120.39,0.3302,80.503,50.902,2596.5,25.376,49.941,3074.1,23.839,66.564,220.38,332.61,95.136,76.464,32.012,8.8825,25.945,6.9545,19.514,1.6759,31.776,13.963,23.583,1.1217,19.437,2.292,5.0676,2.4531,0.038326,0.91098,0.099814,54.923,42.784
103860,63.267,53.635,27.331,57.047,19.534,40.819,41.543,46.587,46.222,38.821,20.602,50.0,0.28002,3575.4,4462.2,8.8101,26.663,41.94,2664.5,76.852,120.34,0.33663,80.622,51.17,2591.2,25.386,50.023,3068.0,22.557,66.372,219.49,331.84,95.352,77.067,31.17,8.936,26.163,6.9681,20.052,1.7071,31.825,14.119,23.29,1.5242,19.794,2.2586,5.0334,2.4627,0.038326,0.91098,0.099814,54.923,42.784
104040,62.401,53.551,27.363,58.159,19.995,40.826,41.253,42.754,45.989,40.313,20.23,50.0,0.27969,3625.8,4469.3,8.8703,27.097,41.883,2662.6,76.05,120.41,0.33658,80.838,51.072,2589.6,25.528,48.367,3065.6,22.722,66.269,220.18,331.19,95.312,77.145,31.17,8.936,26.163,6.9681,20.052,1.7071,31.825,14.119,23.29,1.5242,19.794,2.2586,5.0334,2.4627,0.038326,0.91098,0.099814,54.923,42.784
104220,62.56,52.633,36.285,57.559,19.072,43.763,37.478,50.108,45.897,38.48,20.075,50.0,0.36427,3605.2,4421.4,8.8754,26.885,42.302,2658.0,76.153,120.38,0.34937,80.736,49.788,2583.5,26.399,51.544,3063.2,22.814,66.207,219.29,330.35,95.445,76.283,30.776,8.9054,26.045,6.9714,19.465,1.6818,31.887,14.109,23.284,1.418,20.296,2.3151,4.9978,2.3645,0.038326,0.91098,0.099814,54.923,42.784
104400,62.189,52.879,35.979,60.606,18.914,43.452,41.506,47.616,45.667,38.586,19.06,50.0,0.36738,3626.8,4400.9,8.8323,27.008,42.016,2650.9,75.909,120.35,0.35192,80.241,51.157,2575.3,26.798,50.468,3056.5,23.247,66.043,220.05,329.7,95.49,75.805,30.776,8.9054,26.045,6.9714,19.465,1.6818,31.887,14.109,23.284,1.418,20.296,2.3151,4.9978,2.3645,0.038326,0.91098,0.099814,54.923,42.784
104580,62.514,53.822,41.073,59.17,18.765,43.75,33.025,45.62,47.191,39.589,19.171,50.0,0.41711,3601.4,4428.7,8.8561,27.011,42.102,2647.8,76.325,120.39,0.3508,79.967,48.276,2571.8,26.506,49.605,3053.1,23.17,65.89,225.48,329.15,95.589,75.805,31.684,9.1502,25.81,7.0843,19.503,1.7093,31.703,13.897,22.895,1.3315,20.089,2.2804,5.0454,2.3992,0.014852,0.86432,0.10437,53.996,43.941
104760,61.944,53.438,40.955,58.808,18.685,43.338,41.864,46.66,47.7,38.434,18.331,50.0,0.41831,3634.5,4460.8,8.9641,27.034,42.699,2641.7,75.355,120.37,0.35418,79.358,51.279,2566.4,25.533,50.055,3049.0,23.508,65.679,228.72,329.26,95.551,74.943,31.684,9.1502,25.81,7.0843,19.503,1.7093,31.703,13.897,22.895,1.3315,20.089,2.2804,5.0454,2.3992,0.014852,0.86432,0.10437,53.996,43.941
